Class,Home State,Virginia County,Home Zip,Home Country,High School Attended,High School  CSZ,zip,long,lat
2021,OH,,45409,,Oakwood High School                                         ,"Dayton, OH 45419-3199                        ",45419, -84.167179,39.713376
2021,TX,,75078,,Dr Justin Wakeland Hs                                       ,"Frisco, TX 75034                             ",75034, -96.855822,33.146638
2021,NY,,10562,,Ossining High School                                        ,"Ossining, NY 10562-4811                      ",10562, -73.825254,41.194480
2021,MA,,1845,,Brooks School                                               ,"North Andover, MA 01845-1206                 ",01845, -71.091334,42.673909
2021,NC,,28805,,Asheville School                                            ,"Asheville, NC 28806-1536                     ",28806, -82.614729,35.571971
2021,KS,,66047,,Lawrence High School                                        ,"Lawrence, KS 66046-2999                      ",66046, -95.209753,38.904524
2021,GA,,30022,,Marist School                                               ,"Atlanta, GA 30319-5104                       ",30319, -84.334763,33.875954
2021,MN,,55416,,Breck School                                                ,"Golden Valley, MN 55422                      ",55422, -93.341105,45.009275
2021,TX,,77056,,Kinkaid School                                              ,"Houston, TX 77024-7504                       ",77024, -95.514203,29.772179
2021,NJ,,7090,,Union Co Acad Allied Hlth Sci                               ,"Scotch Plains, NJ 07076                      ",07076, -74.372905,40.633026
2021,NJ,,7940,,Oak Knoll School Of Holy Child                              ,"Summit, NJ 07901-2499                        ",07901, -74.366372,40.714923
2021,AL,,35801,,Randolph School                                             ,"Huntsville, AL 35802-1135                    ",35802, -86.558882,34.668212
2021,NY,,11747,,Half Hollow Hills Hs East                                   ,"Dix Hills, NY 11746-5816                     ",11746, -73.362276,40.814268
2021,VA,HENRICO,23229,,Douglas S Freeman High School                               ,"Henrico, VA 23229                            ",23229, -77.574165,37.586772
2021,NY,,10580,,Rye High School                                             ,"Rye, NY 10580-3821                           ",10580, -73.693202,40.979049
2021,AL,,35223,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  ",35223, -86.734834,33.488141
2021,IL,,60610,,Latin School of Chicago                                     ,"Chicago, IL 60610-1492                       ",60610, -87.632231,41.906772
2021,TX,,76108,,Colleyville Heritage High Sch                               ,"Colleyville, TX 76034                        ",76034, -97.149641,32.891787
2021,PA,,18064,,East Stroudsburg Area Hs North                              ,"Dingmans Ferry, PA 18328                     ",18328, -74.973952,41.228522
2021,NJ,,8812,,Oratory Preparatory School                                  ,"Summit, NJ 07901-1619                        ",07901, -74.366372,40.714923
2021,NJ,,8829,,Pingry School                                               ,"Basking Ridge, NJ 07920-2709                 ",07920, -74.564115,40.678994
2021,CA,,92504,,Ramona High School                                          ,"Riverside, CA 92504-3627                     ",92504,-117.398044,33.903134
2021,KY,,40510,,Sayre School                                                ,"Lexington, KY 40507-1121                     ",40507, -84.496353,38.046955
2021,VA,HENRICO,23238,,Saint Catherines School                                     ,"Richmond, VA 23226-2603                      ",23226, -77.523347,37.579912
2021,CA,,92880,,Eleanor Roosevelt High School                               ,"Corona, CA 92880                             ",92880,-117.607297,33.925311
2021,PA,,17402,,Dallastown Area High School                                 ,"Dallastown, PA 17313-9242                    ",17313, -76.659984,39.884013
2021,MD,,21146,,Severna Park Senior High Sch                                ,"Severna Park, MD 21146-2899                  ",21146, -76.558699,39.079136
2021,FL,,32503,,Pensacola High School                                       ,"Pensacola, FL 32501-1664                     ",32501, -87.222515,30.428781
2021,WA,,98311,,Olympic High School                                         ,"Silverdale, WA 98383-0008                    ",98383,-122.715469,47.661688
2021,PA,,17744,,Williamsport High School                                    ,"Williamsport, PA 17701-6463                  ",17701, -76.857256,41.345045
2021,NY,,10577,,Solomon Schechter School of Westc                           ,"Hartsdale, NY 10530-1009                     ",10530, -73.812810,41.023712
2021,AL,,35634,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  ",35223, -86.734834,33.488141
2021,NY,,12569,,Millbrook School                                            ,"Millbrook, NY 12545-4932                     ",12545, -73.669402,41.782904
2021,SC,,29440,,Lowcountry Preparatory School                               ,"Pawleys Isl, SC 29585-7763                   ",29585, -79.135803,33.520097
2021,PA,,19425,,Devon Preparatory School                                    ,"Devon, PA 19333                              ",19333, -75.423597,40.041872
2021,AL,,35223,,The Altamont School                                         ,"Birmingham, AL 35222-4445                    ",35222, -86.770115,33.523712
2021,TN,,37303,,McMinn County High School                                   ,"Athens, TN 37303-2817                        ",37303, -84.640077,35.442462
2021,KY,,40026,,North Oldham High School                                    ,"Goshen, KY 40026                             ",40026, -85.532639,38.431156
2021,VA,RICHMOND CITY,23225,,Trinity Episcopal School                                    ,"Richmond, VA 23235-1017                      ",23235, -77.564758,37.514570
2021,VA,ALEXANDRIA CITY,22302,,Deerfield Academy                                           ,"Deerfield, MA 01342-5002                     ",01342, -72.609458,42.543889
2021,MD,,20842,,Georgetown Preparatory School                               ,"North Bethesda, MD 20852-3209                ",20852, -77.121931,39.051991
2021,,,,VIETNAM,                                                            ,                                             ,,,
2021,NC,,27104,,Forsyth Country Day School                                  ,"Lewisville, NC 27023-8232                    ",27023, -80.456712,36.089784
2021,OH,,45342,,Miamisburg High School                                      ,"Miamisburg, OH 45342-3870                    ",45342, -84.275969,39.629338
2021,VA,ARLINGTON,22207,,Yorktown High School                                        ,"Arlington, VA 22207-1707                     ",22207, -77.124238,38.906665
