Class,Home State,Virginia County,Home Zip,Home Country,High School Attended                                        ,High School  CSZ                             
2021,VA,HENRICO,23238,,Saint Catherines School                                     ,"Richmond, VA 23226-2603                      "
2021,CA,,92880,,Eleanor Roosevelt High School                               ,"Corona, CA 92880                             "
2021,PA,,17402,,Dallastown Area High School                                 ,"Dallastown, PA 17313-9242                    "
2021,MD,,21146,,Severna Park Senior High Sch                                ,"Severna Park, MD 21146-2899                  "
2021,FL,,32503,,Pensacola High School                                       ,"Pensacola, FL 32501-1664                     "
2021,WA,,98311,,Olympic High School                                         ,"Silverdale, WA 98383-0008                    "
2021,PA,,17744,,Williamsport High School                                    ,"Williamsport, PA 17701-6463                  "
2021,NY,,10577,,Solomon Schechter School of Westc                           ,"Hartsdale, NY 10530-1009                     "
2021,AL,,35634,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2021,NY,,12569,,Millbrook School                                            ,"Millbrook, NY 12545-4932                     "
2021,SC,,29440,,Lowcountry Preparatory School                               ,"Pawleys Isl, SC 29585-7763                   "
2021,PA,,19425,,Devon Preparatory School                                    ,"Devon, PA 19333                              "
2021,AL,,35223,,The Altamont School                                         ,"Birmingham, AL 35222-4445                    "
2021,TN,,37303,,McMinn County High School                                   ,"Athens, TN 37303-2817                        "
2021,KY,,40026,,North Oldham High School                                    ,"Goshen, KY 40026                             "
2021,VA,RICHMOND CITY,23225,,Trinity Episcopal School                                    ,"Richmond, VA 23235-1017                      "
2021,VA,ALEXANDRIA CITY,22302,,Deerfield Academy                                           ,"Deerfield, MA 01342-5002                     "
2021,MD,,20842,,Georgetown Preparatory School                               ,"North Bethesda, MD 20852-3209                "
2021,,,,VIETNAM,                                                            ,                                             
2021,NC,,27104,,Forsyth Country Day School                                  ,"Lewisville, NC 27023-8232                    "
2021,OH,,45342,,Miamisburg High School                                      ,"Miamisburg, OH 45342-3870                    "
2021,VA,ARLINGTON,22207,,Yorktown High School                                        ,"Arlington, VA 22207-1707                     "
2021,GA,,30107,,Creekview High School                                       ,"Canton, GA 30115                             "
2021,NY,,10580,,Rye Country Day School-Upper Scho                           ,"Rye, NY 10580-2035                           "
2021,AL,,35802,,Randolph School                                             ,"Huntsville, AL 35802-1135                    "
2021,CA,,94086,,Henry M Gunn Senior High Schl                               ,"Palo Alto, CA 94306-3827                     "
2021,NC,,27408,,Walter Hines Page High School                               ,"Greensboro, NC 27405-4321                    "
2021,VA,FAIRFAX COUNTY,22015,,James W Robinson Junior Secondary                           ,"Fairfax, VA 22032-2637                       "
2021,VA,LEXINGTON CITY,24450,,Rockbridge County High School                               ,"Lexington, VA 24450-3718                     "
