Class,Sex,Degree1,Major1,Major2,Minor1,Minor2,Johnson Scholar,Social Org,Varsity sport1           ,Varsity sport2           ,Varsity sport3           ,Home State,Virginia County,Home Zip,Home Country,High School Attended                                        ,High School  CSZ                             
2021,F,BA,POLG,SOCS,POV,,,Kappa Alpha Theta,                         ,                         ,                         ,NY,,10024,,Fieldston School                                            ,"Bronx, NY 10471-3922                         "
2021,M,BS,ENGN,,,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,DE,,19807,,Salesianum School                                           ,"Wilmington, DE 19802-3822                    "
2021,M,BA,GEOL,THTR,,,,Independent,                         ,                         ,                         ,WV,,24983,,James Monroe High School                                    ,"Lindside, WV 24951-9612                      "
2021,M,BS,BSADM,GERM,MUS,,,Independent,                         ,                         ,                         ,PA,,18301,,Stroudsburg High School                                     ,"Stroudsburg, PA 18360-1332                   "
2021,M,BS,ACCT,GERM,,,,Sigma Chi,Vars Lacrosse            ,                         ,                         ,PA,,15215,,Shady Side Academy                                          ,"Pittsburgh, PA 15238-2247                    "
2021,F,BA,POLI,REL,,,,Alpha Delta Pi,                         ,                         ,                         ,TX,,77493,,Katy High School                                            ,"Katy, TX 77494-1107                          "
2021,F,BS,BSADM,,,,,Alpha Delta Pi,Vars Golf                ,                         ,                         ,TN,,37179,,Battle Ground Academy                                       ,"Franklin, TN 37065-1889                      "
2021,M,BS,ACCT,,,,,Pi Kappa Phi,Vars Football            ,                         ,                         ,NC,,28277,,Ardrey Kell High School                                     ,"Charlotte, NC 28277                          "
2021,F,BS,NEURO,,,,,Pi Beta Phi,                         ,                         ,                         ,,,,CHINA,Oneal School                                                ,"Southern Pines, NC 28388                     "
2021,F,BA,ARTH,,,,JOHNSON,Kappa Alpha Theta,                         ,                         ,                         ,DC,,20015,,Georgetown Visitation Prep Sch                              ,"Washington, DC 20007-2728                    "
2021,M,BA,UNDEC,,,,,Pi Kappa Phi,                         ,                         ,                         ,TN,,37421,,McCallie School                                             ,"Chattanooga, TN 37404-3949                   "
2021,M,BS,BSADM,,,,,Phi Gamma Delta,                         ,                         ,                         ,NC,,28211,,Charlotte Country Day School                                ,"Charlotte, NC 28226-5012                     "
2021,F,BA,HISEU,MRST,CLAS,,,Independent,                         ,                         ,                         ,FL,,32137,,Flagler Palm Coast High School                              ,"Palm Coast, FL 32110-0488                    "
2021,F,BS,ACCT,,WRIT,,JOHNSON,Pi Beta Phi,                         ,                         ,                         ,WV,,25443,,Jefferson High School                                       ,"Shendoah Jct, WV 25442                       "
2021,M,BA,UNDEC,,,,,Sigma Nu,                         ,                         ,                         ,MI,,48025,,Wylie E Groves High School                                  ,"Beverly Hills, MI 48025-3830                 "
2021,F,BS,ACCT,MATH,,,,Independent,                         ,                         ,                         ,,,,CHINA,                                                            ,                                             
2021,F,BA,ARTH,,,,,Pi Beta Phi,                         ,                         ,                         ,,,,CHINA,Missouri Academy (MASMC)                                    ,"Maryville, MO 64468-6015                     "
2021,F,BS,BSADM,,,,,Pi Beta Phi,                         ,                         ,                         ,NJ,,8540,,Princeton High School                                       ,"Princeton, NJ 08540-3312                     "
2021,F,BA,ENVS,,LACS,,,Delta Society,                         ,                         ,                         ,PA,,19390,,Tower Hill School                                           ,"Wilmington, DE 19806-1112                    "
2020,M,BS,BSADM,POLG,,,,Chi Psi,                         ,                         ,                         ,MD,,21842,,Worcester Preparatory School                                ,"Berlin, MD 21811-1410                        "
2020,M,BS,BSADM,,,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,AL,,35801,,Randolph School                                             ,"Huntsville, AL 35802-1135                    "
2020,M,BA,HISAM,,,,,Pi Kappa Phi,                         ,                         ,                         ,VA,HANOVER,23005,,Trinity Episcopal School                                    ,"Richmond, VA 23235-1017                      "
2020,F,BA,CSCI,,,,,Kappa Alpha Theta,Vars Swimming/Diving     ,                         ,                         ,NY,,10552,,The Ursuline School                                         ,"New Rochelle, NY 10804-2192                  "
2020,F,BA,PSYC,,ARTH,,,Delta Society,Vars Lacrosse            ,                         ,                         ,NY,,11030,,Manhasset High School                                       ,"Manhasset, NY 11030-2320                     "
2020,M,BS,GEOL,,,,,Kappa Sigma,                         ,                         ,                         ,FL,,32608,,Oak Hall School                                             ,"Gainesville, FL 32607-3326                   "
2020,F,BA,MATH,ECON,,,,Kappa Alpha Theta,Vars Soccer              ,                         ,                         ,VA,FAIRFAX COUNTY,22308,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    "
